batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,154263,157749,142685,169327,1.0
2,0,168648,162397,155458,175587,1.0
3,0,164051,169918,144902,189067,1.0
4,0,206447,200621,191850,215218,1.0
5,0,14558,12470,11937,15091,1.0
6,0,37489,42636,36710,43415,1.0
7,0,45694,46230,43837,48087,1.0
8,0,56563,51782,50684,57661,1.0
9,0,81195,59342,58771,81766,1.0
10,0,229452,77740,76136,231056,0.659
11,0,83351,78549,76780,85120,1.0
12,0,74121,78584,72279,80426,1.0
13,0,80340,79080,73560,85860,1.0
14,0,92594,83463,82666,93391,1.0
15,0,88710,84845,82844,90711,1.0
16,0,89333,85112,83578,90867,1.0
17,0,93791,95788,79137,110442,1.0
18,0,101394,98011,92042,107363,1.0
19,0,266574,98512,98460,266626,0.7386
20,0,104264,98996,96861,106399,1.0
21,0,112566,105016,104623,112959,1.0
22,0,115385,107675,106577,116483,1.0
23,0,118010,107935,106245,119700,1.0
24,0,119331,111614,110664,120281,1.0
25,0,123210,111967,111448,123729,1.0
26,0,120215,120374,114266,126323,1.0
27,0,157770,138460,134109,162121,1.0
28,0,154709,147383,138540,163552,1.0
29,0,489249,147861,146314,490796,0.5962
30,0,149258,150203,131596,167865,1.0
31,0,160486,157326,147773,170039,1.0
32,0,162006,158379,154219,166166,1.0
33,0,242928,173764,173208,243484,1.0
34,0,244421,224832,220526,248727,1.0
35,0,25149,20466,19612,26003,1.0
36,0,34198,34197,33102,35293,1.0
37,0,42697,44986,40316,47367,1.0
38,0,48249,46623,45977,48895,1.0
39,0,50184,51390,48436,53138,1.0
40,0,60031,58948,58104,60875,1.0
41,0,72231,71632,69991,73872,1.0
42,0,74904,72110,71288,75726,1.0
43,0,78394,74298,73084,79608,1.0
44,0,77057,79454,75257,81254,1.0
45,0,73951,83563,72449,85065,1.0
46,0,90742,87678,85543,92877,1.0
47,0,96739,89503,88961,97281,1.0
48,0,91611,91161,89909,92863,1.0
49,0,100598,98447,95989,103056,1.0
50,0,342052,104055,100141,345966,0.5789
51,0,116661,113630,111919,118372,1.0
52,0,112454,118171,110362,120263,1.0
53,0,136527,125934,120407,142054,1.0
54,0,130780,130763,125791,135752,1.0
55,0,145953,140799,137926,148826,1.0
56,0,143440,146440,140409,149471,1.0
57,0,163884,153071,151233,165722,1.0
58,0,170520,157089,156237,171372,1.0
59,0,170996,157414,154820,173590,1.0
60,0,169702,161243,158670,172275,1.0
61,0,168429,168343,163725,173047,1.0
62,0,170130,173462,166231,177361,1.0
63,0,190728,186129,182062,194795,1.0
64,0,202842,192199,190941,204100,1.0
65,0,211990,216245,206612,221623,1.0
66,0,259036,220576,219594,260018,1.0
67,0,237806,237250,228644,246412,1.0
