Sample,Dice,HD95
0_0,0.5138,55.5589
1_0,0.8347,54.7175
2_0,0.9218,61.0835
3_0,0.7014,50.3389
4_0,0.4013,76.3675
5_0,0.8024,33.3834
6_0,0.4500,82.8975
7_0,0.5511,50.2593
8_0,0.5937,54.3323
9_0,0.6089,90.6090
Average,0.6379,60.9548
