Sample,Dice,HD95
0_0,0.1731,64.6838
1_0,0.3684,89.8999
2_0,0.5354,76.7958
3_0,0.4650,65.3146
4_0,0.0852,50.6063
5_0,0.2228,95.7392
6_0,0.2377,63.4744
7_0,0.2216,62.2415
8_0,0.0765,65.4446
9_0,0.2160,111.6960
Average,0.2602,74.5896
