Sample,Dice,HD95
0_0,0.7859,60.5355
1_0,1.0000,8.0623
2_0,1.0000,62.4043
3_0,1.0000,8.8062
4_0,0.8932,51.9711
5_0,1.0000,9.0000
6_0,0.8219,86.3365
7_0,1.0000,11.0000
8_0,0.8727,57.4456
9_0,0.8517,69.4046
Average,0.9225,42.4966
