batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,186843,157749,154167,190425,1.0
2,0,192452,162397,159410,195439,1.0
3,0,134945,169918,123666,181197,1.0
4,0,251205,200621,198663,253163,1.0
5,0,6234,12470,6212,12492,0.9946
6,0,50254,42636,40356,52534,1.0
7,0,56123,46230,45412,56941,1.0
8,0,65202,51782,51626,65358,1.0
9,0,83635,59342,58818,84159,1.0
10,0,132181,77740,77166,132755,1.0
11,0,111873,78549,77640,112782,1.0
12,0,89330,78584,76472,91442,1.0
13,0,85233,79080,67325,96988,1.0
14,0,104988,83463,81998,106453,1.0
15,0,100985,84845,83284,102546,1.0
16,0,104000,85112,84887,104225,1.0
17,0,84750,95788,70515,110023,1.0
18,0,113456,98011,92989,118478,1.0
19,0,248602,98512,98496,248618,0.7923
20,0,115290,98996,94911,119375,1.0
21,0,127070,105016,104715,127371,1.0
22,0,137094,107675,106735,138034,1.0
23,0,125807,107935,103869,129873,1.0
24,0,141415,111614,111336,141693,1.0
25,0,142566,111967,111355,143178,1.0
26,0,172418,120374,119953,172839,1.0
27,0,169362,138460,135682,172140,1.0
28,0,155335,147383,126991,175727,1.0
29,0,228356,147861,145813,230404,1.0
30,0,133424,150203,126060,157567,1.0
31,0,189024,157326,153135,193215,1.0
32,0,183438,158379,156182,185635,1.0
33,0,249249,173764,173468,249545,1.0
34,0,302579,224832,222285,305126,1.0
35,0,30005,20466,19961,30510,1.0
36,0,48385,34197,34023,48559,1.0
37,0,61826,44986,43860,62952,1.0
38,0,58338,46623,46593,58368,1.0
39,0,62914,51390,49850,64454,1.0
40,0,93330,58948,58943,93335,1.0
41,0,96999,71632,71549,97082,1.0
42,0,102905,72110,72039,102976,1.0
43,0,97222,74298,73372,98148,1.0
44,0,96991,79454,79142,97303,1.0
45,0,96994,83563,80257,100300,1.0
46,0,116250,87678,86540,117388,1.0
47,0,111107,89503,88778,111832,1.0
48,0,111717,91161,90885,111993,1.0
49,0,116273,98447,97162,117558,1.0
50,0,205462,104055,100514,209003,0.9618
51,0,151079,113630,113498,151211,1.0
52,0,112630,118171,107571,123230,1.0
53,0,139476,125934,115451,149959,1.0
54,0,171842,130763,129244,173361,1.0
55,0,168564,140799,139082,170281,1.0
56,0,176560,146440,145326,177674,1.0
57,0,217933,153071,152710,218294,1.0
58,0,180818,157089,154480,183427,1.0
59,0,165243,157414,145143,177514,1.0
60,0,176981,161243,157229,180995,1.0
61,0,212444,168343,167532,213255,1.0
62,0,205846,173462,170532,208776,1.0
63,0,222427,186129,184187,224369,1.0
64,0,232834,192199,191290,233743,1.0
65,0,231728,216245,207617,240356,1.0
66,0,323440,220576,220292,323724,1.0
67,0,276601,237250,231456,282395,1.0
