batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,858145,157749,157749,858145,0.3677
2,0,859000,162397,162397,859000,0.3781
3,0,332689,169918,159937,342670,0.9335
4,0,1134290,200621,200621,1134290,0.3537
5,0,0,12470,0,12470,0.0
6,0,241796,42636,42636,241796,0.3527
7,0,320933,46230,46230,320933,0.2881
8,0,278555,51782,51782,278555,0.3718
9,0,207580,59342,59318,207604,0.5715
10,0,617506,77740,77739,617507,0.2518
11,0,454215,78549,78549,454215,0.3459
12,0,477045,78584,78523,477106,0.3292
13,0,355913,79080,79080,355913,0.4444
14,0,387059,83463,83463,387059,0.4313
15,0,396293,84845,84844,396294,0.4282
16,0,578616,85112,85112,578616,0.2942
17,0,241280,95788,83716,253352,0.6609
18,0,366976,98011,98005,366982,0.5341
19,0,804255,98512,98512,804255,0.245
20,0,364012,98996,98993,364015,0.5439
21,0,470834,105016,105016,470834,0.4461
22,0,719267,107675,107675,719267,0.2994
23,0,337458,107935,107935,337458,0.6397
24,0,581240,111614,111614,581240,0.3841
25,0,507411,111967,111967,507411,0.4413
26,0,833442,120374,120374,833442,0.2889
27,0,468977,138460,138460,468977,0.5905
28,0,447980,147383,144492,450871,0.6409
29,0,628737,147861,147861,628737,0.4703
30,0,386100,150203,137587,398716,0.6902
31,0,820936,157326,157326,820936,0.3833
32,0,727665,158379,158379,727665,0.4353
33,0,919363,173764,173764,919363,0.378
34,0,1262623,224832,224831,1262624,0.3561
35,0,57641,20466,20466,57641,0.7101
36,0,410926,34197,34197,410926,0.1664
37,0,509170,44986,44986,509170,0.1767
38,0,233894,46623,46623,233894,0.3987
39,0,352467,51390,51390,352467,0.2916
40,0,643580,58948,58948,643580,0.1832
41,0,609287,71632,71632,609287,0.2351
42,0,558243,72110,72110,558243,0.2583
43,0,352996,74298,74298,352996,0.421
44,0,488976,79454,79454,488976,0.325
45,0,472706,83563,83372,472897,0.3526
46,0,542150,87678,87678,542150,0.3234
47,0,409902,89503,89503,409902,0.4367
48,0,587880,91161,91161,587880,0.3101
49,0,527973,98447,98447,527973,0.3729
50,0,723938,104055,104055,723938,0.2875
51,0,860075,113630,113630,860075,0.2642
52,0,219729,118171,117880,220020,1.0
53,0,394556,125934,125840,394650,0.6377
54,0,845036,130763,130763,845036,0.3095
55,0,572053,140799,140799,572053,0.4923
56,0,899970,146440,146440,899970,0.3254
57,0,858057,153071,153071,858057,0.3568
58,0,502938,157089,157084,502943,0.6247
59,0,429522,157414,151573,435363,0.6963
60,0,399477,161243,161241,399479,0.8073
61,0,995503,168343,168343,995503,0.3382
62,0,874071,173462,173462,874071,0.3969
63,0,885121,186129,186129,885121,0.4206
64,0,908212,192199,192199,908212,0.4232
65,0,704077,216245,216245,704077,0.6143
66,0,1162016,220576,220576,1162016,0.3796
67,0,958409,237250,237250,958409,0.4951
