batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,1424111,157749,157749,1424111,0.2215
2,0,1809217,162397,162397,1809217,0.1795
3,0,1111151,169918,169918,1111151,0.3058
4,0,1708366,200621,200621,1708366,0.2349
5,0,13538,12470,10166,15842,1.0
6,0,618170,42636,42636,618170,0.1379
7,0,735516,46230,46230,735516,0.1257
8,0,1292891,51782,51782,1292891,0.0801
9,0,1214086,59342,59342,1214086,0.0978
10,0,1727353,77740,77740,1727353,0.09
11,0,1237163,78549,78549,1237163,0.127
12,0,856682,78584,78527,856739,0.1833
13,0,780581,79080,79080,780581,0.2026
14,0,1336409,83463,83463,1336409,0.1249
15,0,854143,84845,84844,854144,0.1987
16,0,1057331,85112,85112,1057331,0.161
17,0,707234,95788,94036,708986,0.2653
18,0,819635,98011,98011,819635,0.2392
19,0,1750956,98512,98512,1750956,0.1125
20,0,835159,98996,98993,835162,0.2371
21,0,982771,105016,105016,982771,0.2137
22,0,1210718,107675,107675,1210718,0.1779
23,0,850596,107935,107935,850596,0.2538
24,0,1123048,111614,111614,1123048,0.1988
25,0,994608,111967,111967,994608,0.2251
26,0,1631602,120374,120374,1631602,0.1476
27,0,1070758,138460,138460,1070758,0.2586
28,0,1020798,147383,147383,1020798,0.2888
29,0,1756156,147861,147861,1756156,0.1684
30,0,1099596,150203,150186,1099613,0.2732
31,0,1367553,157326,157326,1367553,0.2301
32,0,1272117,158379,158379,1272117,0.249
33,0,1859618,173764,173764,1859618,0.1869
34,0,2294513,224832,224832,2294513,0.196
35,0,290162,20466,20466,290162,0.1411
36,0,834321,34197,34197,834321,0.082
37,0,932556,44986,44986,932556,0.0965
38,0,658277,46623,46623,658277,0.1417
39,0,737255,51390,51390,737255,0.1394
40,0,1093795,58948,58948,1093795,0.1078
41,0,1030682,71632,71632,1030682,0.139
42,0,987973,72110,72110,987973,0.146
43,0,799274,74298,74298,799274,0.1859
44,0,1375226,79454,79454,1375226,0.1156
45,0,1105269,83563,83563,1105269,0.1512
46,0,1019359,87678,87678,1019359,0.172
47,0,841444,89503,89503,841444,0.2127
48,0,1290638,91161,91161,1290638,0.1413
49,0,1021566,98447,98447,1021566,0.1927
50,0,1973811,104055,104055,1973811,0.1054
51,0,1425462,113630,113630,1425462,0.1594
52,0,651822,118171,118171,651822,0.3626
53,0,926014,125934,125934,926014,0.272
54,0,1382838,130763,130763,1382838,0.1891
55,0,1110230,140799,140799,1110230,0.2536
56,0,1465713,146440,146440,1465713,0.1998
57,0,1441385,153071,153071,1441385,0.2124
58,0,1024933,157089,157089,1024933,0.3065
59,0,982451,157414,157414,982451,0.3205
60,0,913626,161243,161243,913626,0.353
61,0,1522723,168343,168343,1522723,0.2211
62,0,1412869,173462,173462,1412869,0.2455
63,0,1386500,186129,186129,1386500,0.2685
64,0,1449135,192199,192199,1449135,0.2653
65,0,1369438,216245,216245,1369438,0.3158
66,0,1774976,220576,220576,1774976,0.2485
67,0,1618326,237250,237250,1618326,0.2932
