batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,178322,157749,147367,188704,1.0
2,0,184602,162397,158417,188582,1.0
3,0,195492,169918,154787,210623,1.0
4,0,220781,200621,195729,225673,1.0
5,0,14473,12470,11910,15033,1.0
6,0,40063,42636,38182,44517,1.0
7,0,47370,46230,44362,49238,1.0
8,0,58524,51782,51052,59254,1.0
9,0,85767,59342,59036,86073,1.0
10,0,321241,77740,77012,321969,0.4784
11,0,86799,78549,77150,88198,1.0
12,0,76785,78584,73853,81516,1.0
13,0,85646,79080,74597,90129,1.0
14,0,101552,83463,83030,101985,1.0
15,0,94053,84845,83646,95252,1.0
16,0,91988,85112,83928,93172,1.0
17,0,116206,95788,80737,131257,1.0
18,0,107627,98011,94356,111282,1.0
19,0,300286,98512,98484,300314,0.6559
20,0,108956,98996,97368,110584,1.0
21,0,129370,105016,104833,129553,1.0
22,0,121029,107675,106811,121893,1.0
23,0,126175,107935,106871,127239,1.0
24,0,125976,111614,111207,126383,1.0
25,0,131763,111967,111725,132005,1.0
26,0,128077,120374,117028,131423,1.0
27,0,168037,138460,135047,171450,1.0
28,0,161958,147383,138602,170739,1.0
29,0,566733,147861,146850,567744,0.5173
30,0,167777,150203,135818,182162,1.0
31,0,166797,157326,149861,174262,1.0
32,0,170195,158379,155983,172591,1.0
33,0,283307,173764,173581,283490,1.0
34,0,314908,224832,221972,317768,1.0
35,0,25463,20466,19433,26496,1.0
36,0,35741,34197,33492,36446,1.0
37,0,45026,44986,41502,48510,1.0
38,0,49949,46623,46348,50224,1.0
39,0,53254,51390,49344,55300,1.0
40,0,62568,58948,58601,62915,1.0
41,0,74606,71632,70769,75469,1.0
42,0,78398,72110,71721,78787,1.0
43,0,83427,74298,73350,84375,1.0
44,0,81660,79454,77434,83680,1.0
45,0,82184,83563,77715,88032,1.0
46,0,96165,87678,86406,97437,1.0
47,0,102911,89503,89339,103075,1.0
48,0,95435,91161,90795,95801,1.0
49,0,104561,98447,96627,106381,1.0
50,0,415671,104055,100952,418774,0.4821
51,0,130614,113630,113230,131014,1.0
52,0,116947,118171,112803,122315,1.0
53,0,145687,125934,120963,150658,1.0
54,0,138071,130763,128070,140764,1.0
55,0,158462,140799,140013,159248,1.0
56,0,147447,146440,142182,151705,1.0
57,0,180436,153071,152543,180964,1.0
58,0,177896,157089,156425,178560,1.0
59,0,177440,157414,154942,179912,1.0
60,0,175797,161243,159802,177238,1.0
61,0,174995,168343,166058,177280,1.0
62,0,181715,173462,170052,185125,1.0
63,0,204633,186129,183787,206975,1.0
64,0,218908,192199,191552,219555,1.0
65,0,224600,216245,211212,229633,1.0
66,0,280243,220576,220366,280453,1.0
67,0,256471,237250,233215,260506,1.0
