Round,Train Loss,Dice WT
-1,0.9575622335076333,0.2186
-1,0.954294293820858,0.2377
-1,0.9528679332137108,0.3354
-1,0.9511068704724313,0.275
-1,0.9487928561866283,0.2332
-1,0.9457627052068711,0.2489
-1,0.9417927511036396,0.2589
-1,0.9372651132941247,0.3222
-1,0.9313794894516467,0.2477
-1,0.9237932555377484,0.2977
-1,0.9151588226854802,0.2957
-1,0.904559501260519,0.3496
-1,0.89109189838171,0.3286
-1,0.8759584595263006,0.3638
-1,0.8572782437503337,0.4227
-1,0.8342588452994824,0.5275
-1,0.8080127784609795,0.5626
-1,0.7777895246446133,0.6625
-1,0.7456291203200818,0.668
-1,0.7065199951827525,0.7666
-1,0.6666792280972004,0.8723
-1,0.6237448659539223,0.9171
-1,0.5807094597816468,0.771
-1,0.5423380787670612,0.9057
-1,0.504555178284645,0.972
