batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,929173,157749,157749,929173,0.3395
2,0,1426947,162397,162397,1426947,0.2276
3,0,1032631,169918,169918,1032631,0.3291
4,0,1490021,200621,200621,1490021,0.2693
5,0,77160,12470,12216,77414,0.3156
6,0,709213,42636,42636,709213,0.1202
7,0,397789,46230,46230,397789,0.2324
8,0,987596,51782,51782,987596,0.1049
9,0,820307,59342,59342,820307,0.1447
10,0,1410003,77740,77740,1410003,0.1103
11,0,1180569,78549,78549,1180569,0.1331
12,0,706889,78584,78523,706950,0.2221
13,0,828691,79080,79080,828691,0.1909
14,0,1076511,83463,83463,1076511,0.1551
15,0,691625,84845,84844,691626,0.2453
16,0,1110259,85112,85112,1110259,0.1533
17,0,621170,95788,93850,623108,0.3012
18,0,645160,98011,97950,645221,0.3036
19,0,1416562,98512,98512,1416562,0.1391
20,0,560584,98996,98994,560586,0.3532
21,0,813091,105016,105016,813091,0.2583
22,0,1165020,107675,107675,1165020,0.1848
23,0,606746,107935,107935,606746,0.3558
24,0,868515,111614,111614,868515,0.257
25,0,942816,111967,111967,942816,0.2375
26,0,1222870,120374,120374,1222870,0.1969
27,0,708931,138460,138460,708931,0.3906
28,0,1013489,147383,147383,1013489,0.2908
29,0,1391198,147861,147861,1391198,0.2126
30,0,1092226,150203,150203,1092226,0.275
31,0,1099018,157326,157326,1099018,0.2863
32,0,1085986,158379,158379,1085986,0.2917
33,0,1434085,173764,173764,1434085,0.2423
34,0,1840919,224832,224832,1840919,0.2443
35,0,278917,20466,20466,278917,0.1468
36,0,725187,34197,34197,725187,0.0943
37,0,832825,44986,44986,832825,0.108
38,0,440298,46623,46623,440298,0.2118
39,0,368969,51390,51390,368969,0.2786
40,0,999784,58948,58948,999784,0.1179
41,0,803977,71632,71632,803977,0.1782
42,0,791212,72110,72110,791212,0.1823
43,0,841946,74298,74298,841946,0.1765
44,0,949586,79454,79454,949586,0.1673
45,0,1170342,83563,83563,1170342,0.1428
46,0,800384,87678,87678,800384,0.2191
47,0,570988,89503,89503,570988,0.3135
48,0,723103,91161,91161,723103,0.2521
49,0,841977,98447,98447,841977,0.2338
50,0,1330663,104055,104055,1330663,0.1564
51,0,1264795,113630,113630,1264795,0.1797
52,0,484480,118171,118171,484480,0.4878
53,0,971352,125934,125934,971352,0.2593
54,0,1058362,130763,130763,1058362,0.2471
55,0,741146,140799,140799,741146,0.3799
56,0,1161287,146440,146440,1161287,0.2522
57,0,1080493,153071,153071,1080493,0.2833
58,0,797558,157089,157089,797558,0.3939
59,0,1039706,157414,157414,1039706,0.3028
60,0,652630,161243,161243,652630,0.4941
61,0,1118503,168343,168343,1118503,0.301
62,0,1148358,173462,173462,1148358,0.3021
63,0,915792,186129,186129,915792,0.4065
64,0,1081107,192199,192199,1081107,0.3556
65,0,984881,216245,216245,984881,0.4391
66,0,1363894,220576,220576,1363894,0.3235
67,0,1088941,237250,237250,1088941,0.4357
