Sample,Dice,HD95
0_0,1.0000,66.8435
1_0,1.0000,62.4900
2_0,0.9198,10.8167
3_0,1.0000,30.9386
4_0,0.0590,88.8255
5_0,1.0000,78.4815
6_0,1.0000,5.0990
7_0,0.8882,67.2978
8_0,1.0000,62.4280
9_0,1.0000,47.7808
10_0,1.0000,98.7289
11_0,1.0000,5.9161
12_0,1.0000,47.0425
13_0,1.0000,73.0342
14_0,1.0000,80.2658
15_0,1.0000,61.4980
16_0,1.0000,36.4555
17_0,1.0000,53.5761
18_0,1.0000,39.1893
19_0,1.0000,45.7989
20_0,1.0000,79.6197
21_0,1.0000,86.9491
22_0,1.0000,36.6060
23_0,1.0000,33.9765
24_0,1.0000,80.2683
25_0,1.0000,70.6329
26_0,1.0000,9.4472
27_0,1.0000,17.2337
28_0,1.0000,46.2396
29_0,1.0000,23.5542
30_0,1.0000,36.5650
31_0,1.0000,26.2669
32_0,1.0000,25.4558
33_0,1.0000,22.6716
34_0,1.0000,5.9161
35_0,1.0000,60.9295
36_0,0.8856,86.0233
37_0,1.0000,52.9013
38_0,1.0000,65.1126
39_0,1.0000,69.3232
40_0,1.0000,7.0711
41_0,1.0000,8.7750
42_0,1.0000,46.1844
43_0,1.0000,68.5602
44_0,1.0000,64.3467
45_0,1.0000,67.6602
46_0,1.0000,8.1240
47_0,1.0000,48.4665
48_0,1.0000,92.5081
49_0,1.0000,70.5833
50_0,1.0000,73.0756
51_0,1.0000,6.7082
52_0,0.8837,11.0000
53_0,1.0000,72.0972
54_0,1.0000,40.0000
55_0,1.0000,40.4431
56_0,1.0000,42.7785
57_0,1.0000,6.3246
58_0,1.0000,11.5758
59_0,1.0000,13.4907
60_0,1.0000,44.4725
61_0,1.0000,9.2736
62_0,1.0000,67.2012
63_0,1.0000,8.3666
64_0,1.0000,7.0711
65_0,1.0000,54.0093
66_0,1.0000,9.0000
Average,0.9796,44.7368
