Sample,Dice,HD95
0_0,1.0000,58.0379
1_0,1.0000,62.9682
2_0,1.0000,10.4881
3_0,1.0000,30.8172
4_0,0.3208,12.2004
5_0,1.0000,81.3695
6_0,1.0000,4.5826
7_0,0.7224,67.7791
8_0,0.8033,61.4980
9_0,1.0000,47.8435
10_0,0.9782,97.4628
11_0,1.0000,57.6159
12_0,1.0000,54.8544
13_0,0.9068,75.8551
14_0,1.0000,82.1280
15_0,1.0000,64.1475
16_0,1.0000,37.6749
17_0,1.0000,56.8946
18_0,1.0000,39.5790
19_0,1.0000,51.4947
20_0,1.0000,86.8735
21_0,1.0000,86.2380
22_0,1.0000,39.9887
23_0,1.0000,35.0185
24_0,1.0000,81.0318
25_0,1.0000,70.2068
26_0,1.0000,15.0333
27_0,1.0000,45.4533
28_0,1.0000,45.5851
29_0,1.0000,30.5630
30_0,1.0000,41.1224
31_0,1.0000,53.8438
32_0,1.0000,26.0000
33_0,1.0000,25.0998
34_0,1.0000,5.3852
35_0,1.0000,69.1628
36_0,1.0000,85.9732
37_0,1.0000,56.3746
38_0,1.0000,69.4089
39_0,1.0000,73.2735
40_0,1.0000,69.0000
41_0,1.0000,67.6240
42_0,1.0000,52.3273
43_0,1.0000,68.4792
44_0,1.0000,67.7839
45_0,1.0000,68.7386
46_0,1.0000,5.0990
47_0,1.0000,64.2028
48_0,1.0000,91.6788
49_0,1.0000,75.2396
50_0,1.0000,50.2494
51_0,1.0000,7.6811
52_0,0.8509,71.4493
53_0,1.0000,71.0070
54_0,1.0000,18.2167
55_0,1.0000,63.6239
56_0,1.0000,48.4045
57_0,1.0000,9.6954
58_0,1.0000,33.2566
59_0,1.0000,14.3527
60_0,1.0000,52.2398
61_0,1.0000,11.4018
62_0,1.0000,69.0065
63_0,1.0000,5.3852
64_0,1.0000,5.0990
65_0,1.0000,53.5724
66_0,1.0000,52.5210
Average,0.9788,50.2129
