batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,453075,157749,157597,453227,0.6954
2,0,454348,162397,162188,454557,0.7136
3,0,305427,169918,167105,308240,1.0
4,0,528981,200621,200476,529126,0.7578
5,0,73488,12470,12002,73956,0.3246
6,0,165729,42636,42442,165923,0.5116
7,0,124342,46230,46178,124394,0.7424
8,0,405685,51782,51782,405685,0.2553
9,0,317180,59342,59169,317353,0.3729
10,0,589204,77740,77615,589329,0.2634
11,0,470393,78549,78518,470424,0.3338
12,0,257607,78584,78556,257635,0.6098
13,0,339069,79080,76108,342041,0.445
14,0,337989,83463,83284,338168,0.4926
15,0,281330,84845,84719,281456,0.602
16,0,395958,85112,85112,395958,0.4299
17,0,215239,95788,92740,218287,0.8497
18,0,249861,98011,95840,252032,0.7605
19,0,386281,98512,98512,386281,0.5101
20,0,235250,98996,97056,237190,0.8184
21,0,349759,105016,105016,349759,0.6005
22,0,518353,107675,107476,518552,0.4145
23,0,228058,107935,106906,229087,0.9333
24,0,395474,111614,111604,395484,0.5644
25,0,473318,111967,111756,473529,0.472
26,0,366963,120374,120332,367005,0.6558
27,0,245780,138460,138084,246156,1.0
28,0,412961,147383,145117,415227,0.699
29,0,513996,147861,147724,514133,0.5747
30,0,346346,150203,149533,347016,0.8618
31,0,400326,157326,156965,400687,0.7835
32,0,349198,158379,158177,349400,0.9054
33,0,461595,173764,173652,461707,0.7522
34,0,693925,224832,224577,694180,0.647
35,0,51010,20466,20145,51331,0.7849
36,0,221390,34197,34197,221390,0.3089
37,0,265890,44986,44910,265966,0.3377
38,0,126099,46623,46622,126100,0.7394
39,0,166707,51390,51373,166724,0.6163
40,0,305085,58948,58948,305085,0.3864
41,0,249525,71632,71632,249525,0.5741
42,0,270957,72110,72110,270957,0.5323
43,0,293834,74298,74093,294039,0.504
44,0,318640,79454,79454,318640,0.4987
45,0,292079,83563,83099,292543,0.5681
46,0,238552,87678,87446,238784,0.7324
47,0,192230,89503,89427,192306,0.93
48,0,263733,91161,91160,263734,0.6913
49,0,287811,98447,98321,287937,0.6829
50,0,581103,104055,101853,583305,0.3492
51,0,457506,113630,113630,457506,0.4967
52,0,185149,118171,116043,187277,1.0
53,0,291358,125934,122200,295092,0.8282
54,0,383896,130763,130642,384017,0.6804
55,0,246537,140799,140209,247127,1.0
56,0,388816,146440,146370,388886,0.7528
57,0,409108,153071,153051,409128,0.7482
58,0,288802,157089,156895,288996,1.0
59,0,352947,157414,151667,358694,0.8457
60,0,246436,161243,158723,248956,1.0
61,0,385222,168343,168324,385241,0.8739
62,0,383691,173462,173381,383772,0.9036
63,0,405468,186129,186104,405493,0.9179
64,0,424857,192199,192185,424871,0.9047
65,0,311735,216245,215026,312954,1.0
66,0,598303,220576,220576,598303,0.7373
67,0,432910,237250,236562,433598,1.0
