batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,513289,157749,157656,513382,0.6142
2,0,463209,162397,162318,463288,0.7007
3,0,322865,169918,167075,325708,1.0
4,0,566968,200621,200579,567010,0.7075
5,0,102052,12470,11715,102807,0.2279
6,0,201915,42636,42126,202425,0.4162
7,0,132505,46230,46092,132643,0.695
8,0,483133,51782,51782,483133,0.2144
9,0,343421,59342,58804,343959,0.3419
10,0,553261,77740,77609,553392,0.2805
11,0,574773,78549,78544,574778,0.2733
12,0,344021,78584,78534,344071,0.4565
13,0,368341,79080,76436,370985,0.4121
14,0,364688,83463,82569,365582,0.4517
15,0,304345,84845,84349,304841,0.5534
16,0,458800,85112,85112,458800,0.371
17,0,188319,95788,80412,203695,0.7895
18,0,280683,98011,95110,283584,0.6708
19,0,365732,98512,98499,365745,0.5386
20,0,265611,98996,94713,269894,0.7019
21,0,392048,105016,105016,392048,0.5357
22,0,610715,107675,107536,610854,0.3521
23,0,245854,107935,105373,248416,0.8484
24,0,433356,111614,111598,433372,0.515
25,0,541848,111967,111669,542146,0.412
26,0,406500,120374,120358,406516,0.5921
27,0,259156,138460,138049,259567,1.0
28,0,461957,147383,143715,465625,0.6173
29,0,509716,147861,147572,510005,0.5787
30,0,381100,150203,148392,382911,0.7751
31,0,456238,157326,156838,456726,0.6868
32,0,383942,158379,157635,384686,0.8196
33,0,488838,173764,173762,488840,0.7109
34,0,739773,224832,224149,740456,0.6054
35,0,70419,20466,20297,70588,0.5751
36,0,305115,34197,34197,305115,0.2242
37,0,349614,44986,44788,349812,0.2561
38,0,129587,46623,46623,129587,0.7196
39,0,228388,51390,51221,228557,0.4482
40,0,397718,58948,58948,397718,0.2964
41,0,286979,71632,71632,286979,0.4992
42,0,309849,72110,72110,309849,0.4655
43,0,306145,74298,74220,306223,0.4847
44,0,399078,79454,79454,399078,0.3982
45,0,333710,83563,81820,335453,0.4878
46,0,299204,87678,87116,299766,0.5812
47,0,208311,89503,89425,208389,0.8583
48,0,341663,91161,91161,341663,0.5336
49,0,317739,98447,98100,318086,0.6168
50,0,471866,104055,101545,474376,0.4281
51,0,504362,113630,113630,504362,0.4506
52,0,170125,118171,111552,176744,1.0
53,0,272223,125934,122985,275172,0.8939
54,0,495004,130763,130467,495300,0.5268
55,0,259379,140799,140167,260011,1.0
56,0,426503,146440,146241,426702,0.6854
57,0,508342,153071,152919,508494,0.6015
58,0,334452,157089,156748,334793,0.9364
59,0,343072,157414,148259,352227,0.8418
60,0,279200,161243,160630,279813,1.0
61,0,454603,168343,168304,454642,0.7404
62,0,444798,173462,173457,444803,0.7799
63,0,486326,186129,186129,486326,0.7654
64,0,450012,192199,192187,450024,0.8541
65,0,317664,216245,212834,321075,1.0
66,0,592966,220576,220567,592975,0.7439
67,0,500203,237250,236873,500580,0.9464
