Sample,Dice,HD95
0_0,1.0000,2.4495
1_0,1.0000,2.2361
2_0,1.0000,3.3166
3_0,1.0000,3.6056
4_0,1.0000,13.6124
5_0,1.0000,4.3589
6_0,0.9498,7.0711
7_0,1.0000,5.0000
8_0,1.0000,4.5826
9_0,1.0000,3.6056
10_0,1.0000,3.6056
11_0,1.0000,2.8284
12_0,1.0000,2.8284
13_0,1.0000,4.1231
14_0,1.0000,1.7321
15_0,1.0000,10.2956
16_0,1.0000,15.6700
17_0,1.0000,14.5945
18_0,1.0000,3.0000
19_0,1.0000,5.3852
20_0,1.0000,1.4142
21_0,1.0000,8.5440
22_0,1.0000,13.6015
23_0,1.0000,9.6954
24_0,0.0000,nan
25_0,0.0000,nan
26_0,1.0000,3.7417
27_0,1.0000,4.2426
28_0,0.0000,nan
29_0,1.0000,5.0990
30_0,1.0000,4.4721
31_0,0.0000,nan
32_0,1.0000,3.6056
33_0,1.0000,2.2361
34_0,1.0000,16.4317
35_0,1.0000,13.7477
36_0,0.4921,41.3038
37_0,1.0000,1.7321
38_0,1.0000,5.8310
Average,0.8831,nan
