Sample,Dice,HD95
0_0,1.0000,11.0905
1_0,1.0000,5.4772
2_0,1.0000,9.9499
3_0,1.0000,27.7489
4_0,1.0000,13.0000
5_0,1.0000,3.1623
6_0,1.0000,2.8284
7_0,1.0000,8.0623
8_0,1.0000,6.4031
9_0,0.8453,45.8148
10_0,1.0000,5.0990
11_0,1.0000,2.0000
12_0,1.0000,3.7417
13_0,1.0000,7.1658
14_0,1.0000,2.2361
15_0,1.0000,9.0581
16_0,1.0000,23.7487
17_0,1.0000,2.4495
18_0,0.6615,46.9148
19_0,1.0000,2.2361
20_0,1.0000,4.5826
21_0,1.0000,4.2426
22_0,1.0000,2.8284
23_0,1.0000,4.6904
24_0,1.0000,5.6569
25_0,1.0000,4.1231
26_0,1.0000,6.4031
27_0,1.0000,21.1187
28_0,0.6801,48.9285
29_0,1.0000,5.7446
30_0,1.0000,5.3852
31_0,1.0000,4.0000
32_0,1.0000,25.8263
33_0,1.0000,25.3377
34_0,1.0000,8.0623
35_0,1.0000,2.0000
36_0,1.0000,7.8740
37_0,1.0000,1.4142
38_0,1.0000,3.0000
39_0,1.0000,1.7321
40_0,1.0000,1.4142
41_0,1.0000,2.8284
42_0,1.0000,2.8284
43_0,1.0000,5.8310
44_0,1.0000,5.8310
45_0,1.0000,2.0000
46_0,1.0000,4.0000
47_0,1.0000,1.4142
48_0,1.0000,2.0000
49_0,0.5714,77.5500
50_0,1.0000,23.7276
51_0,1.0000,2.0000
52_0,1.0000,4.5826
53_0,1.0000,2.2361
54_0,1.0000,3.7417
55_0,1.0000,2.0000
56_0,1.0000,5.0990
57_0,1.0000,3.0000
58_0,1.0000,3.0000
59_0,1.0000,2.8284
60_0,1.0000,2.0000
61_0,1.0000,2.4495
62_0,1.0000,5.4772
63_0,1.0000,4.4721
64_0,1.0000,3.3166
65_0,1.0000,53.2729
66_0,1.0000,4.0000
Average,0.9815,9.9110
