batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,293389,157749,156933,294205,1.0
2,0,302394,162397,159392,305399,1.0
3,0,189344,169918,141489,217773,1.0
4,0,349329,200621,198835,351115,1.0
5,0,56466,12470,8114,60822,0.2668
6,0,133121,42636,34482,141275,0.4882
7,0,75395,46230,44639,76986,1.0
8,0,305291,51782,51705,305368,0.3386
9,0,205559,59342,53999,210902,0.5121
10,0,272511,77740,76726,273525,0.561
11,0,365650,78549,77820,366379,0.4248
12,0,215392,78584,77556,216420,0.7167
13,0,228838,79080,67585,240333,0.5624
14,0,212635,83463,74890,221208,0.6771
15,0,224583,84845,81610,227818,0.7164
16,0,270824,85112,84944,270992,0.6269
17,0,148326,95788,81236,162878,0.9975
18,0,240771,98011,87351,251431,0.6948
19,0,228984,98512,97955,229541,0.8535
20,0,212577,98996,83582,227991,0.7332
21,0,260293,105016,104675,260634,0.8032
22,0,353228,107675,104909,355994,0.5894
23,0,184750,107935,96092,196593,0.9776
24,0,260395,111614,111242,260767,0.8532
25,0,345454,111967,111373,346048,0.6437
26,0,233327,120374,118274,235427,1.0
27,0,186719,138460,129420,195759,1.0
28,0,294875,147383,130395,311863,0.8362
29,0,315229,147861,135962,327128,0.8312
30,0,222402,150203,131265,241340,1.0
31,0,295989,157326,151642,301673,1.0
32,0,272590,158379,151195,279774,1.0
33,0,312818,173764,171876,314706,1.0
34,0,426818,224832,221297,430353,1.0
35,0,64228,20466,18925,65769,0.5755
36,0,179674,34197,34159,179712,0.3802
37,0,218114,44986,44552,218548,0.4077
38,0,81004,46623,45238,82389,1.0
39,0,115092,51390,49798,116684,0.8536
40,0,223498,58948,58948,223498,0.5275
41,0,163329,71632,71541,163420,0.8755
42,0,184787,72110,72039,184858,0.7794
43,0,196130,74298,73056,197372,0.7403
44,0,215031,79454,79112,215373,0.7347
45,0,219843,83563,76371,227035,0.6728
46,0,194765,87678,84775,197668,0.8578
47,0,148137,89503,87407,150233,1.0
48,0,183831,91161,91082,183910,0.9905
49,0,228812,98447,97211,230048,0.8451
50,0,299540,104055,89864,313731,0.5729
51,0,290366,113630,113573,290423,0.7821
52,0,163891,118171,104081,177981,1.0
53,0,169878,125934,98736,197076,1.0
54,0,300869,130763,127879,303753,0.842
55,0,192620,140799,132016,201403,1.0
56,0,255643,146440,141934,260149,1.0
57,0,340174,153071,152148,341097,0.8921
58,0,243270,157089,153495,246864,1.0
59,0,245861,157414,130660,272615,0.9586
60,0,201270,161243,129438,233075,1.0
61,0,315293,168343,167193,316443,1.0
62,0,290245,173462,167948,295759,1.0
63,0,318279,186129,185013,319395,1.0
64,0,313036,192199,190776,314459,1.0
65,0,251401,216245,197923,269723,1.0
66,0,375882,220576,219625,376833,1.0
67,0,345261,237250,228712,353799,1.0
