Round,Train Loss,Dice WT
-1,0.9629169708490372,0.2161
-1,0.9600200748443604,0.2818
-1,0.9583359207212926,0.3681
-1,0.9562511424720286,0.4641
-1,0.9528545521199703,0.296
-1,0.9468507373332977,0.1847
-1,0.9371944068372249,0.1226
-1,0.9235057674348355,0.1852
-1,0.9044491745531559,0.29
-1,0.877445213496685,0.4582
-1,0.8396611286699771,0.5247
-1,0.7873327806591988,0.6203
-1,0.7126633192598819,0.7645
-1,0.6156606188416481,0.9187
-1,0.5070500957965851,0.981
-1,0.3955140686035156,1.0
-1,0.304879209548235,0.9917
-1,0.2387566325068474,1.0
-1,0.19062838852405548,0.9915
-1,0.1604429160058498,0.9886
-1,0.13948649823665618,0.9882
-1,0.12453519120812415,1.0
-1,0.11737072199583054,1.0
-1,0.108957382440567,0.9434
-1,0.1027325415611267,0.9984
