Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,KH,0,3,154016352,102284209,1.505768617714979
-1,KH,0,3,154016352,102287261,1.5057236892871733
-1,KH,0,3,154016352,102267904,1.5060086887084339
-1,KH,0,3,154016352,102255506,1.506191285191039
-1,KH,0,3,154016352,102241569,1.5063966007798648
-1,KH,0,3,154016352,102184947,1.507231314608403
-1,KH,0,3,154016352,102101616,1.508461452755067
-1,KH,0,3,154016352,102015395,1.5097363687118008
-1,KH,0,3,154016352,102079956,1.5087815280798123
-1,KH,0,3,154016352,102050314,1.509219775649098
-1,KH,0,3,154016352,101940394,1.5108471328843402
-1,KH,0,3,154016352,101998137,1.5099918148505007
-1,KH,0,3,154016352,102037428,1.5094103704769979
-1,KH,0,3,154016352,102045271,1.5092943601472724
-1,KH,0,3,154016352,102012482,1.5097794797307256
-1,KH,0,3,154016352,102049630,1.509229891377362
-1,KH,0,3,154016352,102107312,1.5083773040661377
-1,KH,0,3,154016352,102128091,1.5080704093450645
-1,KH,0,3,154016352,102081372,1.5087605993383395
-1,KH,0,3,154016352,102108741,1.5083561945005277
-1,KH,0,3,154016352,102099362,1.5084947543550762
-1,KH,0,3,154016352,102035717,1.5094356812330725
-1,KH,0,3,154016352,102028529,1.50954202231025
-1,KH,0,3,154016352,102052368,1.5091893997011416
-1,KH,0,3,154016352,102014226,1.5097536690618032
