Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,KH,0,3,154016352,102186094,1.5072143965107425
-1,KH,0,3,154016352,102202695,1.5069695764871953
-1,KH,0,3,154016352,102152114,1.5077157580899403
-1,KH,0,3,154016352,102147214,1.507788083187467
-1,KH,0,3,154016352,102144218,1.5078323082369676
-1,KH,0,3,154016352,102180110,1.5073026638941767
-1,KH,0,3,154016352,102140034,1.5078940741296405
-1,KH,0,3,154016352,102019096,1.5096815992174641
-1,KH,0,3,154016352,102000157,1.5099619111370584
-1,KH,0,3,154016352,101866841,1.5119380407604865
-1,KH,0,3,154016352,101986384,1.5101658276265584
-1,KH,0,3,154016352,101905206,1.511368830361817
-1,KH,0,3,154016352,101908480,1.511320274819132
-1,KH,0,3,154016352,101958913,1.5105727147169565
-1,KH,0,3,154016352,102019917,1.509669450132958
-1,KH,0,3,154016352,102010351,1.5098110190798186
-1,KH,0,3,154016352,102023937,1.509609965355483
-1,KH,0,3,154016352,102061177,1.5090591400881062
-1,KH,0,3,154016352,102155712,1.5076626552218637
-1,KH,0,3,154016352,102147238,1.5077877289251815
-1,KH,0,3,154016352,102139902,1.507896022849131
-1,KH,0,3,154016352,102125200,1.508113100390501
-1,KH,0,3,154016352,102084760,1.5087105264292142
-1,KH,0,3,154016352,102077148,1.5088230325557292
-1,KH,0,3,154016352,102078467,1.5088035364010708
