Sample,Dice,HD95
0_0,1.0000,12.6886
1_0,1.0000,59.3633
2_0,1.0000,13.1415
3_0,1.0000,22.3159
4_0,0.0005,29.4932
5_0,1.0000,72.2454
6_0,1.0000,4.5826
7_0,0.9318,59.7486
8_0,1.0000,60.5145
9_0,1.0000,48.2245
10_0,1.0000,99.0275
11_0,1.0000,5.1962
12_0,1.0000,10.1980
13_0,1.0000,72.9695
14_0,1.0000,76.3217
15_0,1.0000,5.3852
16_0,1.0000,33.1361
17_0,1.0000,7.3485
18_0,0.8956,40.4283
19_0,1.0000,26.9444
20_0,1.0000,4.8990
21_0,1.0000,85.5146
22_0,1.0000,6.4031
23_0,1.0000,9.2736
24_0,1.0000,76.9675
25_0,1.0000,68.3864
26_0,1.0000,6.0000
27_0,1.0000,10.7238
28_0,1.0000,46.7868
29_0,1.0000,8.9443
30_0,1.0000,9.8995
31_0,1.0000,9.4340
32_0,1.0000,25.0400
33_0,1.0000,21.4009
34_0,0.6520,5.1962
35_0,1.0000,7.5498
36_0,1.0000,80.2346
37_0,1.0000,2.4495
38_0,1.0000,5.3852
39_0,1.0000,7.3485
40_0,1.0000,6.0000
41_0,1.0000,8.6023
42_0,1.0000,7.1414
43_0,1.0000,68.3886
44_0,1.0000,49.6397
45_0,1.0000,6.0000
46_0,1.0000,9.0000
47_0,1.0000,5.3852
48_0,1.0000,91.5041
49_0,1.0000,70.2140
50_0,1.0000,39.8234
51_0,1.0000,5.4772
52_0,1.0000,11.1803
53_0,1.0000,9.4868
54_0,1.0000,9.0000
55_0,1.0000,6.4031
56_0,1.0000,10.1980
57_0,1.0000,7.1414
58_0,1.0000,10.6771
59_0,1.0000,13.0384
60_0,1.0000,8.0623
61_0,1.0000,9.6954
62_0,1.0000,9.8995
63_0,1.0000,9.4868
64_0,1.0000,8.2462
65_0,1.0000,53.3999
66_0,1.0000,9.8995
Average,0.9773,27.0164
