batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,783373,157749,157749,783373,0.4027
2,0,904985,162397,162397,904985,0.3589
3,0,509586,169918,169840,509664,0.6665
4,0,924757,200621,200621,924757,0.4339
5,0,83482,12470,11605,84347,0.2752
6,0,308318,42636,42636,308318,0.2766
7,0,328971,46230,46230,328971,0.2811
8,0,719777,51782,51782,719777,0.1439
9,0,592064,59342,59342,592064,0.2005
10,0,925088,77740,77740,925088,0.1681
11,0,767095,78549,78549,767095,0.2048
12,0,440335,78584,78580,440339,0.3569
13,0,453585,79080,79080,453585,0.3487
14,0,673710,83463,83463,673710,0.2478
15,0,452771,84845,84845,452771,0.3748
16,0,637120,85112,85112,637120,0.2672
17,0,342069,95788,91855,346002,0.531
18,0,377603,98011,97987,377627,0.519
19,0,834528,98512,98512,834528,0.2361
20,0,393742,98996,98992,393746,0.5028
21,0,572238,105016,105016,572238,0.367
22,0,771213,107675,107675,771213,0.2792
23,0,369227,107935,107934,369228,0.5846
24,0,616266,111614,111614,616266,0.3622
25,0,683125,111967,111967,683125,0.3278
26,0,772121,120374,120374,772121,0.3118
27,0,456064,138460,138460,456064,0.6072
28,0,560931,147383,147381,560933,0.5255
29,0,836590,147861,147861,836590,0.3535
30,0,559423,150203,150069,559557,0.5364
31,0,686277,157326,157326,686277,0.4585
32,0,646971,158379,158379,646971,0.4896
33,0,916465,173764,173764,916465,0.3792
34,0,1226643,224832,224829,1226646,0.3666
35,0,112369,20466,20466,112369,0.3643
36,0,493128,34197,34197,493128,0.1387
37,0,533055,44986,44986,533055,0.1688
38,0,287160,46623,46623,287160,0.3247
39,0,367696,51390,51390,367696,0.2795
40,0,650130,58948,58948,650130,0.1813
41,0,527823,71632,71632,527823,0.2714
42,0,561029,72110,72110,561029,0.2571
43,0,431404,74298,74298,431404,0.3444
44,0,736438,79454,79454,736438,0.2158
45,0,616628,83563,83374,616817,0.2703
46,0,524082,87678,87678,524082,0.3346
47,0,400322,89503,89503,400322,0.4472
48,0,621573,91161,91161,621573,0.2933
49,0,527982,98447,98447,527982,0.3729
50,0,939996,104055,104053,939998,0.2214
51,0,807742,113630,113630,807742,0.2814
52,0,268816,118171,118171,268816,0.8792
53,0,393643,125934,125600,393977,0.6376
54,0,753163,130763,130763,753163,0.3472
55,0,486553,140799,140799,486553,0.5788
56,0,748127,146440,146440,748127,0.3915
57,0,814332,153071,153071,814332,0.3759
58,0,535895,157089,157089,535895,0.5863
59,0,521834,157414,155359,523889,0.5931
60,0,433419,161243,161233,433429,0.744
61,0,760267,168343,168343,760267,0.4429
62,0,737147,173462,173462,737147,0.4706
63,0,778081,186129,186129,778081,0.4784
64,0,764429,192199,192199,764429,0.5029
65,0,625442,216245,216245,625442,0.6915
66,0,969373,220576,220576,969373,0.4551
67,0,871863,237250,237250,871863,0.5442
