Round,EncodingMode,UsedSparsity,UsedClusters,BaselineBits,CompressedBits,CompressionRatio
-1,SH,0.2,-,154016352,158206386,0.9735153894681096
-1,SH,0.2,-,154016352,162176142,0.9496856315145258
-1,SH,0.2,-,154016352,167163664,0.9213506582000688
-1,SH,0.2,-,154016352,167232902,0.9209691970082037
-1,SH,0.2,-,154016352,167365865,0.9202375375461588
-1,SH,0.2,-,154016352,168031382,0.9165927773744692
-1,SH,0.2,-,154016352,169532326,0.908477779722092
-1,SH,0.2,-,154016352,170674545,0.9023979010686712
-1,SH,0.2,-,154016352,170272557,0.9045283289170619
-1,SH,0.2,-,154016352,168676072,0.9130895103246873
-1,SH,0.2,-,154016352,170629454,0.902636374225573
-1,SH,0.2,-,154016352,168296338,0.9151497507032492
-1,SH,0.2,-,154016352,169882559,0.9066048497714985
-1,SH,0.2,-,154016352,170161185,0.9051203488533804
-1,SH,0.2,-,154016352,168514222,0.9139664862532108
-1,SH,0.2,-,154016352,169564949,0.9083029997300671
-1,SH,0.2,-,154016352,167000236,0.9222522965141012
-1,SH,0.2,-,154016352,166903413,0.9227873082578812
-1,SH,0.2,-,154016352,168660175,0.9131755691396728
-1,SH,0.2,-,154016352,167255991,0.9208420622009873
-1,SH,0.2,-,154016352,167166944,0.9213325780695124
-1,SH,0.2,-,154016352,166866193,0.9229931413781268
-1,SH,0.2,-,154016352,166595568,0.9244924877328492
-1,SH,0.2,-,154016352,166725919,0.9237696946637716
-1,SH,0.2,-,154016352,166789582,0.9234170984031257
