batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,193318,157749,148540,202527,1.0
2,0,231457,162397,159120,234734,1.0
3,0,142372,169918,101802,210488,0.9673
4,0,263095,200621,195756,267960,1.0
5,0,23688,12470,10709,25449,0.8416
6,0,48180,42636,38717,52099,1.0
7,0,52293,46230,44405,54118,1.0
8,0,66326,51782,51494,66614,1.0
9,0,82542,59342,56364,85520,1.0
10,0,346755,77740,76842,347653,0.4421
11,0,129375,78549,77026,130898,1.0
12,0,83472,78584,74712,87344,1.0
13,0,90539,79080,68525,101094,1.0
14,0,116173,83463,80972,118664,1.0
15,0,100626,84845,82746,102725,1.0
16,0,100205,85112,84581,100736,1.0
17,0,87636,95788,70078,113346,1.0
18,0,109147,98011,92267,114891,1.0
19,0,222142,98512,98471,222183,0.8864
20,0,103382,98996,92103,110275,1.0
21,0,116734,105016,103497,118253,1.0
22,0,151250,107675,106694,152231,1.0
23,0,117491,107935,103053,122373,1.0
24,0,134046,111614,111012,134648,1.0
25,0,132871,111967,110535,134303,1.0
26,0,161186,120374,117865,163695,1.0
27,0,159955,138460,133065,165350,1.0
28,0,147884,147383,127880,167387,1.0
29,0,321125,147861,142340,326646,0.8715
30,0,156494,150203,132097,174600,1.0
31,0,173320,157326,145990,184656,1.0
32,0,177065,158379,155074,180370,1.0
33,0,232158,173764,172660,233262,1.0
34,0,335242,224832,222163,337911,1.0
35,0,29196,20466,19300,30362,1.0
36,0,42989,34197,34022,43164,1.0
37,0,50931,44986,43395,52522,1.0
38,0,54181,46623,46288,54516,1.0
39,0,59525,51390,49698,61217,1.0
40,0,71686,58948,58617,72017,1.0
41,0,80137,71632,71072,80697,1.0
42,0,85313,72110,71485,85938,1.0
43,0,86521,74298,72264,88555,1.0
44,0,107954,79454,76922,110486,1.0
45,0,96724,83563,81065,99222,1.0
46,0,94195,87678,82839,99034,1.0
47,0,98957,89503,87730,100730,1.0
48,0,110246,91161,90484,110923,1.0
49,0,111725,98447,96269,113903,1.0
50,0,336534,104055,99870,340719,0.5862
51,0,165729,113630,113061,166298,1.0
52,0,118044,118171,108412,127803,1.0
53,0,148656,125934,119608,154982,1.0
54,0,141287,130763,126062,145988,1.0
55,0,153819,140799,137272,157346,1.0
56,0,154702,146440,143773,157369,1.0
57,0,181005,153071,151430,182646,1.0
58,0,167875,157089,150733,174231,1.0
59,0,166948,157414,148728,175634,1.0
60,0,167577,161243,152302,176518,1.0
61,0,181146,168343,165260,184229,1.0
62,0,187102,173462,167242,193322,1.0
63,0,202224,186129,182053,206300,1.0
64,0,217147,192199,189988,219358,1.0
65,0,210066,216245,200435,225876,1.0
66,0,297950,220576,219447,299079,1.0
67,0,247566,237250,226301,258515,1.0
