Sample,Dice,HD95
0_0,0.0000,nan
1_0,0.0607,30.6757
2_0,1.0000,6.7823
3_0,1.0000,9.2195
4_0,1.0000,6.4031
5_0,1.0000,5.0990
6_0,1.0000,9.6437
7_0,1.0000,6.4031
8_0,1.0000,4.8990
9_0,0.0000,nan
Average,0.7061,nan
