batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,164426,157749,145737,176438,1.0
2,0,177700,162397,158043,182054,1.0
3,0,142305,169918,127374,184849,1.0
4,0,224100,200621,194954,229767,1.0
5,0,13031,12470,11414,14087,1.0
6,0,38939,42636,37024,44551,1.0
7,0,47273,46230,44303,49200,1.0
8,0,56035,51782,50706,57111,1.0
9,0,82103,59342,58896,82549,1.0
10,0,221981,77740,76459,223262,0.6849
11,0,86193,78549,77012,87730,1.0
12,0,77735,78584,74402,81917,1.0
13,0,84686,79080,74018,89748,1.0
14,0,98473,83463,82992,98944,1.0
15,0,94715,84845,83577,95983,1.0
16,0,90977,85112,83796,92293,1.0
17,0,112785,95788,82147,126426,1.0
18,0,106748,98011,94475,110284,1.0
19,0,277041,98512,98473,277080,0.7108
20,0,105838,98996,96757,108077,1.0
21,0,115569,105016,104674,115911,1.0
22,0,120483,107675,106803,121355,1.0
23,0,123300,107935,106729,124506,1.0
24,0,125934,111614,111148,126400,1.0
25,0,129044,111967,111656,129355,1.0
26,0,124664,120374,115419,129619,1.0
27,0,165306,138460,135554,168212,1.0
28,0,152925,147383,133408,166900,1.0
29,0,439635,147861,145603,441893,0.659
30,0,165084,150203,134047,181240,1.0
31,0,165182,157326,149240,173268,1.0
32,0,168705,158379,155555,171529,1.0
33,0,254079,173764,173344,254499,1.0
34,0,268226,224832,221928,271130,1.0
35,0,25968,20466,19620,26814,1.0
36,0,35889,34197,33523,36563,1.0
37,0,45674,44986,41284,49376,1.0
38,0,49713,46623,46204,50132,1.0
39,0,53305,51390,49175,55520,1.0
40,0,61827,58948,58413,62362,1.0
41,0,74232,71632,70674,75190,1.0
42,0,77342,72110,71570,77882,1.0
43,0,82781,74298,73293,83786,1.0
44,0,80443,79454,76786,83111,1.0
45,0,83693,83563,77693,89563,1.0
46,0,95424,87678,86375,96727,1.0
47,0,100457,89503,89222,100738,1.0
48,0,94638,91161,90729,95070,1.0
49,0,103894,98447,96665,105676,1.0
50,0,363772,104055,100805,367022,0.5493
51,0,131616,113630,112886,132360,1.0
52,0,116936,118171,112457,122650,1.0
53,0,143451,125934,119732,149653,1.0
54,0,136452,130763,127554,139661,1.0
55,0,153898,140799,139270,155427,1.0
56,0,146580,146440,141880,151140,1.0
57,0,174711,153071,151638,176144,1.0
58,0,175160,157089,156467,175782,1.0
59,0,174468,157414,154395,177487,1.0
60,0,175521,161243,159957,176807,1.0
61,0,172936,168343,165102,176177,1.0
62,0,175708,173462,167911,181259,1.0
63,0,199178,186129,182894,202413,1.0
64,0,214384,192199,191348,215235,1.0
65,0,218827,216245,209116,225956,1.0
66,0,273044,220576,220028,273592,1.0
67,0,248150,237250,231467,253933,1.0
