Sample,Dice,HD95
0_0,1.0000,6.7823
1_0,1.0000,60.5640
2_0,0.8383,16.0935
3_0,1.0000,11.1803
4_0,0.0683,17.8912
5_0,1.0000,64.9130
6_0,1.0000,5.9161
7_0,1.0000,52.4786
8_0,1.0000,55.0073
9_0,1.0000,49.9900
10_0,1.0000,100.4689
11_0,1.0000,6.3246
12_0,1.0000,11.6532
13_0,1.0000,72.4583
14_0,1.0000,58.1850
15_0,1.0000,5.8310
16_0,0.9706,36.2774
17_0,1.0000,9.4868
18_0,1.0000,37.2418
19_0,1.0000,26.9815
20_0,1.0000,4.3589
21_0,1.0000,76.3740
22_0,1.0000,12.6886
23_0,1.0000,9.8995
24_0,1.0000,7.4833
25_0,1.0000,70.5634
26_0,1.0000,9.8995
27_0,1.0000,14.5258
28_0,1.0000,42.3485
29_0,1.0000,13.6015
30_0,1.0000,10.0499
31_0,1.0000,10.8628
32_0,1.0000,9.4340
33_0,1.0000,17.4929
34_0,0.8366,5.0990
35_0,0.9233,10.4881
36_0,0.7995,79.3662
37_0,1.0000,3.6056
38_0,1.0000,7.6811
39_0,0.8591,11.1803
40_0,1.0000,9.1652
41_0,1.0000,10.8490
42_0,1.0000,7.8102
43_0,1.0000,68.4971
44_0,1.0000,14.4568
45_0,1.0000,7.8102
46_0,1.0000,8.9443
47_0,1.0000,7.0711
48_0,1.0000,89.4405
49_0,1.0000,66.9638
50_0,1.0000,34.3366
51_0,0.8839,12.5099
52_0,0.7508,16.3707
53_0,1.0000,9.8995
54_0,1.0000,9.6954
55_0,1.0000,8.3666
56_0,1.0000,11.2250
57_0,1.0000,8.7750
58_0,0.9485,22.8254
59_0,0.9886,16.0312
60_0,1.0000,10.7703
61_0,1.0000,12.4097
62_0,1.0000,10.4403
63_0,1.0000,9.8335
64_0,1.0000,9.4340
65_0,1.0000,53.8331
66_0,1.0000,11.3578
Average,0.9682,25.2515
