Round,Train Loss,Dice WT
-1,0.9915974640846252,0.0784
-1,0.9910607892274857,0.107
-1,0.9907835510373115,0.0445
-1,0.9904513154923915,0.0603
-1,0.9900214603543281,0.039
-1,0.989365880638361,0.0453
-1,0.9886104126274585,0.0367
-1,0.9876445771753787,0.0557
-1,0.986447003185749,0.0472
-1,0.9849469174444675,0.051
-1,0.9831988754868508,0.0744
-1,0.9809540323913097,0.0813
-1,0.9784276776015759,0.0771
-1,0.9750999143719674,0.1038
-1,0.9710415118932723,0.0653
-1,0.9661519218981265,0.106
-1,0.9599156309664248,0.1683
-1,0.9525702564418316,0.198
-1,0.9436026020348072,0.2198
-1,0.933192063421011,0.2658
-1,0.9200424347817897,0.5154
-1,0.9048410646617413,0.4694
-1,0.8893521192669868,0.4761
-1,0.8754728725552561,0.321
-1,0.8568904039263725,0.7197
