batch,sample,foreground_pred,foreground_label,intersection,union,dice
1,0,178673,157749,149868,186554,1.0
2,0,192314,162397,159357,195354,1.0
3,0,156215,169918,131803,194330,1.0
4,0,265955,200621,198637,267939,1.0
5,0,11744,12470,10690,13524,1.0
6,0,45934,42636,40542,48028,1.0
7,0,50318,46230,44773,51775,1.0
8,0,61544,51782,51474,61852,1.0
9,0,84074,59342,58810,84606,1.0
10,0,302475,77740,77422,302793,0.5114
11,0,89342,78549,77153,90738,1.0
12,0,80440,78584,75168,83856,1.0
13,0,90768,79080,73292,96556,1.0
14,0,102393,83463,82871,102985,1.0
15,0,97446,84845,83483,98808,1.0
16,0,98532,85112,84372,99272,1.0
17,0,101988,95788,80448,117328,1.0
18,0,109584,98011,93822,113773,1.0
19,0,300781,98512,98491,300802,0.6549
20,0,109535,98996,96407,112124,1.0
21,0,129244,105016,104629,129631,1.0
22,0,132697,107675,106979,133393,1.0
23,0,125116,107935,106404,126647,1.0
24,0,132574,111614,111389,132799,1.0
25,0,136375,111967,111594,136748,1.0
26,0,140563,120374,118182,142755,1.0
27,0,169392,138460,135828,172024,1.0
28,0,155843,147383,132811,170415,1.0
29,0,456140,147861,145307,458694,0.6336
30,0,172535,150203,136613,186125,1.0
31,0,173092,157326,150413,180005,1.0
32,0,177619,158379,156433,179565,1.0
33,0,273890,173764,173366,274288,1.0
34,0,385787,224832,223338,387281,1.0
35,0,26319,20466,19644,27141,1.0
36,0,38419,34197,33875,38741,1.0
37,0,50140,44986,43170,51956,1.0
38,0,52409,46623,46465,52567,1.0
39,0,57526,51390,49561,59355,1.0
40,0,69768,58948,58841,69875,1.0
41,0,80101,71632,71454,80279,1.0
42,0,83244,72110,71800,83554,1.0
43,0,88397,74298,73315,89380,1.0
44,0,84857,79454,77829,86482,1.0
45,0,93432,83563,80417,96578,1.0
46,0,100674,87678,86392,101960,1.0
47,0,103383,89503,88944,103942,1.0
48,0,100229,91161,90937,100453,1.0
49,0,110064,98447,97094,111417,1.0
50,0,388613,104055,100784,391884,0.5144
51,0,162572,113630,113460,162742,1.0
52,0,116442,118171,111738,122875,1.0
53,0,149773,125934,120865,154842,1.0
54,0,146876,130763,128318,149321,1.0
55,0,159871,140799,139337,161333,1.0
56,0,156785,146440,144454,158771,1.0
57,0,188015,153071,152677,188409,1.0
58,0,176873,157089,155896,178066,1.0
59,0,175852,157414,152989,180277,1.0
60,0,177478,161243,159605,179116,1.0
61,0,186799,168343,166361,188781,1.0
62,0,191097,173462,169819,194740,1.0
63,0,210609,186129,183828,212910,1.0
64,0,231320,192199,191499,232020,1.0
65,0,224782,216245,209301,231726,1.0
66,0,317670,220576,220346,317900,1.0
67,0,262171,237250,232098,267323,1.0
