Sample,Dice,HD95
0_0,1.0000,3.6056
1_0,1.0000,7.0000
2_0,1.0000,7.0711
3_0,1.0000,10.0995
4_0,1.0000,11.3578
5_0,1.0000,4.1231
6_0,1.0000,2.2361
7_0,1.0000,3.0000
8_0,1.0000,4.0000
9_0,1.0000,5.0000
10_0,1.0000,3.7417
11_0,1.0000,4.1231
12_0,1.0000,6.4031
13_0,1.0000,3.0000
14_0,1.0000,3.0000
15_0,1.0000,8.1240
16_0,1.0000,47.8832
17_0,0.3037,25.9808
18_0,0.8829,71.4083
19_0,1.0000,12.1244
20_0,1.0000,3.4641
21_0,1.0000,6.7082
22_0,1.0000,111.7752
23_0,1.0000,5.7446
24_0,1.0000,3.4641
25_0,1.0000,3.0000
26_0,1.0000,50.5272
27_0,1.0000,2.0000
28_0,1.0000,4.2426
29_0,1.0000,3.6056
30_0,1.0000,10.2470
31_0,1.0000,3.7417
32_0,1.0000,3.6056
33_0,1.0000,4.1231
34_0,1.0000,58.2168
35_0,1.0000,4.8990
36_0,1.0000,25.7099
37_0,1.0000,3.1623
38_0,1.0000,4.4721
39_0,1.0000,56.1516
40_0,1.0000,12.0830
41_0,1.0000,10.1537
42_0,1.0000,4.0000
43_0,1.0000,84.9723
44_0,1.0000,4.8990
45_0,1.0000,3.6056
46_0,1.0000,15.3395
47_0,1.0000,8.6023
48_0,0.0007,68.8965
49_0,1.0000,11.7537
50_0,1.0000,3.6056
51_0,1.0000,8.5440
Average,0.9651,16.3192
